1494343510,nan,-1,20000,0,0
1494343513,nan,-1,19999,0,0
1494343516,nan,-1,19998,0,0
1494343519,nan,-1,19997,0,0
1494343522,nan,-1,19996,0,0
1494343525,nan,-1,19995,0,0
1494343529,nan,-1,19994,0,0
1494346843,nan,-1,19993,0,0
1494346846,nan,-1,19992,0,0
1494346849,nan,-1,19991,0,0
1494346852,nan,-1,19990,0,0
1494346855,nan,-1,19989,0,0
1494346858,nan,-1,19988,0,0
1494346861,nan,-1,19987,0,0
1494346864,nan,-1,19986,0,0
1494346867,nan,-1,19985,0,0
1494346870,nan,-1,19984,0,0
1494346873,nan,-1,19983,0,0
1494346876,nan,-1,19982,0,0
1494346879,nan,-1,19981,0,0
1494346883,nan,-1,19980,0,0
1494346886,nan,-1,19979,0,0
1494346889,nan,-1,19978,0,0
1494346892,nan,-1,19977,0,0
1494346895,nan,-1,19976,0,0
1494346898,nan,-1,19975,0,0
1494346901,nan,-1,19974,0,0
1494346904,nan,-1,19973,0,0
1494346907,nan,-1,19972,0,0
1494346910,nan,-1,19971,0,0
1494346913,nan,-1,19970,0,0
1494346916,nan,-1,19969,0,0
1494346919,nan,-1,19968,0,0
1494346922,nan,-1,19967,0,0
1494346925,nan,-1,19966,0,0
1494346928,nan,-1,19965,0,0
1494346932,nan,-1,19964,0,0
1494346935,nan,-1,19963,0,0
1494346938,nan,-1,19962,0,0
1494346941,nan,-1,19961,0,0
1494346944,nan,-1,19960,0,0
1494346947,nan,-1,19959,0,0
1494346950,nan,-1,19958,0,0
1494346953,nan,-1,19957,0,0
1494346956,nan,-1,19956,0,0
1494346959,nan,-1,19955,0,0
1494346962,nan,-1,19954,0,0
1494346965,nan,-1,19953,0,0
1494346968,nan,-1,19952,0,0
1494346971,nan,-1,19951,0,0
1494346974,nan,-1,19950,0,0
1494346977,nan,-1,19949,0,0
1494346980,nan,-1,19948,0,0
1494346984,nan,-1,19947,0,0
1494346987,nan,-1,19946,0,0
1494346990,nan,-1,19945,0,0
1494346993,nan,-1,19944,0,0
1494346996,nan,-1,19943,0,0
1494346999,nan,-1,19942,0,0
1494347002,nan,-1,19941,0,0
1494347005,nan,-1,19940,0,0
1494347008,nan,-1,19939,0,0
1494347011,nan,-1,19938,0,0
1494347014,nan,-1,19937,0,0
1494347017,nan,-1,19936,0,0
1494347020,nan,-1,19935,0,0
1494347023,nan,-1,19934,0,0
1494347026,nan,-1,19933,0,0
1494347029,nan,-1,19932,0,0
1494347032,nan,-1,19931,0,0
1494347036,nan,-1,19930,0,0
1494347039,nan,-1,19929,0,0
1494347042,nan,-1,19928,0,0
1494347045,nan,-1,19927,0,0
1494347048,nan,-1,19926,0,0
1494347051,nan,-1,19925,0,0
1494347054,nan,-1,19924,0,0
1494347057,nan,-1,19923,0,0
1494347060,nan,-1,19922,0,0
1494347063,nan,-1,19921,0,0
1494347066,nan,-1,19920,0,0
1494347069,nan,-1,19919,0,0
1494347072,nan,-1,19918,0,0
1494347075,nan,-1,19917,0,0
1494347078,nan,-1,19916,0,0
1494347081,nan,-1,19915,0,0
1494347085,nan,-1,19914,0,0
1494347088,nan,-1,19913,0,0
1494347091,nan,-1,19912,0,0
1494347094,nan,-1,19911,0,0
1494347097,nan,-1,19910,0,0
1494347100,nan,-1,19909,0,0
1494347103,nan,-1,19908,0,0
1494347106,nan,-1,19907,0,0
1494347109,nan,-1,19906,0,0
1494347112,nan,-1,19905,0,0
1494347115,nan,-1,19904,0,0
1494347118,nan,-1,19903,0,0
1494347121,nan,-1,19902,0,0
1494347124,nan,-1,19901,0,0
1494347128,nan,-1,19900,0,0
1494347131,nan,-1,19899,0,0
1494347134,nan,-1,19898,0,0
1494347137,nan,-1,19897,0,0
1494347140,nan,-1,19896,0,0
1494347143,nan,-1,19895,0,0
1494347146,nan,-1,19894,0,0
1494347149,nan,-1,19893,0,0
1494347152,nan,-1,19892,0,0
1494347155,nan,-1,19891,0,0
1494347158,nan,-1,19890,0,0
1494347161,nan,-1,19889,0,0
1494347164,nan,-1,19888,0,0
1494347167,nan,-1,19887,0,0
1494347170,nan,-1,19886,0,0
1494347173,nan,-1,19885,0,0
1494347177,nan,-1,19884,0,0
1494347180,nan,-1,19883,0,0
1494347183,nan,-1,19882,0,0
1494347186,nan,-1,19881,0,0
1494347189,nan,-1,19880,0,0
1494347192,nan,-1,19879,0,0
1494347195,nan,-1,19878,0,0
1494347198,nan,-1,19877,0,0
1494347201,nan,-1,19876,0,0
1494347204,nan,-1,19875,0,0
1494347207,nan,-1,19874,0,0
1494347210,nan,-1,19873,0,0
1494347213,nan,-1,19872,0,0
1494347216,nan,-1,19871,0,0
1494347219,nan,-1,19870,0,0
1494347222,nan,-1,19869,0,0
1494347225,nan,-1,19868,0,0
1494347229,nan,-1,19867,0,0
1494347232,nan,-1,19866,0,0
1494347235,nan,-1,19865,0,0
1494347238,nan,-1,19864,0,0
1494347241,nan,-1,19863,0,0
1494347244,nan,-1,19862,0,0
1494347247,nan,-1,19861,0,0
1494347250,nan,-1,19860,0,0
1494347253,nan,-1,19859,0,0
1494347256,nan,-1,19858,0,0
1494347259,nan,-1,19857,0,0
1494347262,nan,-1,19856,0,0
1494347265,nan,-1,19855,0,0
1494347268,nan,-1,19854,0,0
1494347271,nan,-1,19853,0,0
1494347274,nan,-1,19852,0,0
1494347277,nan,-1,19851,0,0
1494347280,nan,-1,19850,0,0
1494347284,nan,-1,19849,0,0
1494347287,nan,-1,19848,0,0
1494347474,nan,-1,19847,0,0
1494347477,nan,-1,19846,0,0
1494347480,nan,-1,19845,0,0
